"tick","Normal_Count","Infected_Count","Recovered_Count","Dead_Count"
1.0,500,2,0,0
2.0,500,2,0,0
3.0,500,2,0,0
4.0,499,3,0,0
5.0,498,4,0,0
6.0,498,4,0,0
7.0,497,5,0,0
8.0,497,5,0,0
9.0,496,6,0,0
10.0,494,8,0,0
11.0,493,9,0,0
12.0,492,10,0,0
13.0,491,11,0,0
14.0,491,11,0,0
15.0,489,13,0,0
16.0,488,14,0,0
17.0,486,16,0,0
18.0,486,16,0,0
19.0,486,16,0,0
20.0,486,16,0,0
21.0,484,18,0,0
22.0,484,18,0,0
23.0,483,19,0,0
24.0,482,20,0,0
25.0,481,21,0,0
26.0,481,20,1,0
27.0,481,20,1,0
28.0,481,19,2,0
29.0,480,19,3,0
30.0,477,21,4,0
31.0,475,23,4,0
32.0,474,24,4,0
33.0,473,25,4,0
34.0,472,26,4,0
35.0,468,30,4,0
36.0,468,30,4,0
37.0,466,32,4,0
38.0,463,35,4,0
39.0,462,36,4,0
40.0,462,34,6,0
41.0,460,36,6,0
42.0,460,34,8,0
43.0,459,34,9,0
44.0,457,34,11,0
45.0,455,34,13,0
46.0,454,33,13,2
47.0,453,32,14,3
48.0,451,33,15,3
49.0,449,35,15,3
50.0,447,36,16,3
51.0,444,36,19,3
52.0,444,36,19,3
53.0,444,35,20,3
54.0,443,34,22,3
55.0,441,36,22,3
56.0,439,37,23,3
57.0,438,37,24,3
58.0,438,36,25,3
59.0,438,36,25,3
60.0,436,38,25,3
61.0,434,38,25,5
62.0,433,39,25,5
63.0,430,42,25,5
64.0,428,44,25,5
65.0,426,46,25,5
66.0,424,48,25,5
67.0,422,49,26,5
68.0,420,49,28,5
69.0,419,49,29,5
70.0,416,52,29,5
71.0,416,51,29,6
72.0,415,52,29,6
73.0,412,55,29,6
74.0,411,56,29,6
75.0,410,57,29,6
76.0,407,60,29,6
77.0,405,60,30,7
78.0,404,60,30,8
79.0,402,59,32,9
80.0,401,59,33,9
81.0,400,57,36,9
82.0,398,58,37,9
83.0,393,63,37,9
84.0,389,65,39,9
85.0,388,61,43,10
86.0,387,59,46,10
87.0,384,58,49,11
88.0,384,54,50,14
89.0,381,54,53,14
90.0,381,50,54,17
91.0,381,48,56,17
92.0,378,48,59,17
93.0,377,47,60,18
94.0,375,48,61,18
95.0,372,49,62,19
96.0,370,50,63,19
97.0,368,52,63,19
98.0,366,52,65,19
99.0,362,56,65,19
100.0,359,58,66,19
101.0,356,57,70,19
102.0,352,61,70,19
103.0,352,60,70,20
104.0,349,60,72,21
105.0,344,62,73,23
106.0,339,67,73,23
107.0,333,73,73,23
108.0,330,75,74,23
109.0,324,81,74,23
110.0,320,85,74,23
111.0,313,90,75,24
112.0,309,94,75,24
113.0,305,95,77,25
114.0,301,97,79,25
115.0,293,104,80,25
116.0,288,109,80,25
117.0,287,110,80,25
118.0,278,119,80,25
119.0,275,120,81,26
120.0,267,123,85,27
121.0,264,123,88,27
122.0,260,125,89,28
123.0,255,129,90,28
124.0,252,132,90,28
125.0,248,133,93,28
126.0,247,132,94,29
127.0,245,134,94,29
128.0,240,139,94,29
129.0,239,140,94,29
130.0,236,141,96,29
131.0,235,140,98,29
132.0,235,134,104,29
133.0,232,136,105,29
134.0,230,137,106,29
135.0,226,139,106,31
136.0,224,140,107,31
137.0,220,142,108,32
138.0,216,146,108,32
139.0,214,147,108,33
140.0,209,147,112,34
141.0,207,148,112,35
142.0,203,150,114,35
143.0,202,150,115,35
144.0,201,147,117,37
145.0,201,145,118,38
146.0,199,144,118,41
147.0,198,142,119,43
148.0,191,145,121,45
149.0,185,146,122,49
150.0,180,149,124,49
151.0,177,151,125,49
152.0,173,149,129,51
153.0,169,150,131,52
154.0,167,149,131,55
155.0,164,149,131,58
156.0,161,150,132,59
157.0,157,149,135,61
158.0,153,149,138,62
159.0,150,151,139,62
160.0,144,154,139,65
161.0,143,153,140,66
162.0,142,151,141,68
163.0,141,149,143,69
164.0,138,149,146,69
165.0,136,148,147,71
166.0,136,143,149,74
167.0,135,142,149,76
168.0,134,141,151,76
169.0,133,137,155,77
170.0,132,135,157,78
171.0,132,129,161,80
172.0,129,130,162,81
173.0,128,127,164,83
174.0,127,127,165,83
175.0,127,121,170,84
176.0,127,119,171,85
177.0,127,113,175,87
178.0,126,108,179,89
179.0,125,108,180,89
180.0,124,106,183,89
181.0,123,103,187,89
182.0,123,102,187,90
183.0,121,103,187,91
184.0,120,99,190,93
185.0,119,97,193,93
186.0,118,96,195,93
187.0,118,94,196,94
188.0,117,92,198,95
189.0,117,89,201,95
190.0,117,83,206,96
191.0,117,82,207,96
192.0,117,82,207,96
193.0,117,82,207,96
194.0,116,81,208,97
195.0,116,80,208,98
196.0,115,78,210,99
197.0,113,80,210,99
198.0,113,78,212,99
199.0,113,78,212,99
200.0,112,74,213,103
201.0,112,70,215,105
202.0,112,65,219,106
203.0,112,61,221,108
204.0,112,57,222,111
205.0,112,56,223,111
206.0,112,52,226,112
207.0,112,51,227,112
208.0,112,49,228,113
209.0,112,49,228,113
210.0,112,47,229,114
211.0,112,45,230,115
212.0,112,43,232,115
213.0,112,41,233,116
214.0,112,37,237,116
215.0,111,38,237,116
216.0,111,35,239,117
217.0,111,35,239,117
218.0,111,31,242,118
219.0,111,30,243,118
220.0,111,28,245,118
221.0,111,28,245,118
222.0,111,26,247,118
223.0,111,23,250,118
224.0,111,14,256,121
225.0,111,13,257,121
226.0,111,13,257,121
227.0,111,11,259,121
228.0,111,11,259,121
229.0,111,9,260,122
230.0,111,9,260,122
231.0,111,9,260,122
232.0,111,8,260,123
233.0,111,7,260,124
234.0,111,7,260,124
235.0,111,6,261,124
236.0,111,6,261,124
237.0,111,6,261,124
238.0,111,6,261,124
239.0,111,6,261,124
240.0,111,4,262,125
241.0,111,3,263,125
242.0,111,2,263,126
243.0,111,2,263,126
244.0,111,2,263,126
245.0,111,2,263,126
246.0,111,2,263,126
247.0,111,1,264,126
248.0,111,1,264,126
249.0,111,1,264,126
250.0,111,1,264,126
251.0,111,1,264,126
252.0,111,1,264,126
253.0,111,1,264,126
254.0,111,1,264,126
255.0,111,1,264,126
256.0,111,1,264,126
257.0,111,1,264,126
258.0,111,1,264,126
259.0,111,1,264,126
260.0,111,1,264,126
261.0,111,1,264,126
262.0,111,0,265,126
263.0,111,0,265,126
264.0,111,0,265,126
265.0,111,0,265,126
266.0,111,0,265,126
267.0,111,0,265,126
268.0,111,0,265,126
269.0,111,0,265,126
270.0,111,0,265,126
271.0,111,0,265,126
272.0,111,0,265,126
273.0,111,0,265,126
274.0,111,0,265,126
275.0,111,0,265,126
276.0,111,0,265,126
277.0,111,0,265,126
278.0,111,0,265,126
279.0,111,0,265,126
280.0,111,0,265,126
281.0,111,0,265,126
282.0,111,0,265,126
283.0,111,0,265,126
284.0,111,0,265,126
285.0,111,0,265,126
286.0,111,0,265,126
287.0,111,0,265,126
288.0,111,0,265,126
289.0,111,0,265,126
290.0,111,0,265,126
291.0,111,0,265,126
292.0,111,0,265,126
293.0,111,0,265,126
294.0,111,0,265,126
295.0,111,0,265,126
296.0,111,0,265,126
297.0,111,0,265,126
298.0,111,0,265,126
299.0,111,0,265,126
300.0,111,0,265,126
301.0,111,0,265,126
302.0,111,0,265,126
303.0,111,0,265,126
304.0,111,0,265,126
305.0,111,0,265,126
306.0,111,0,265,126
307.0,111,0,265,126
308.0,111,0,265,126
309.0,111,0,265,126
310.0,111,0,265,126
311.0,111,0,265,126
312.0,111,0,265,126
313.0,111,0,265,126
314.0,111,0,265,126
315.0,111,0,265,126
316.0,111,0,265,126
317.0,111,0,265,126
318.0,111,0,265,126
319.0,111,0,265,126
320.0,111,0,265,126
321.0,111,0,265,126
322.0,111,0,265,126
323.0,111,0,265,126
324.0,111,0,265,126
325.0,111,0,265,126
326.0,111,0,265,126
327.0,111,0,265,126
328.0,111,0,265,126
329.0,111,0,265,126
330.0,111,0,265,126
331.0,111,0,265,126
332.0,111,0,265,126
333.0,111,0,265,126
334.0,111,0,265,126
335.0,111,0,265,126
336.0,111,0,265,126
337.0,111,0,265,126
338.0,111,0,265,126
339.0,111,0,265,126
340.0,111,0,265,126
341.0,111,0,265,126
342.0,111,0,265,126
343.0,111,0,265,126
344.0,111,0,265,126
345.0,111,0,265,126
346.0,111,0,265,126
347.0,111,0,265,126
348.0,111,0,265,126
349.0,111,0,265,126
350.0,111,0,265,126
351.0,111,0,265,126
352.0,111,0,265,126
353.0,111,0,265,126
354.0,111,0,265,126
355.0,111,0,265,126
356.0,111,0,265,126
357.0,111,0,265,126
358.0,111,0,265,126
359.0,111,0,265,126
360.0,111,0,265,126
361.0,111,0,265,126
362.0,111,0,265,126
363.0,111,0,265,126
364.0,111,0,265,126
365.0,111,0,265,126
366.0,111,0,265,126
367.0,111,0,265,126
368.0,111,0,265,126
369.0,111,0,265,126
370.0,111,0,265,126
371.0,111,0,265,126
372.0,111,0,265,126
373.0,111,0,265,126
374.0,111,0,265,126
375.0,111,0,265,126
376.0,111,0,265,126
377.0,111,0,265,126
378.0,111,0,265,126
379.0,111,0,265,126
380.0,111,0,265,126
381.0,111,0,265,126
382.0,111,0,265,126
383.0,111,0,265,126
384.0,111,0,265,126
385.0,111,0,265,126
386.0,111,0,265,126
387.0,111,0,265,126
388.0,111,0,265,126
389.0,111,0,265,126
390.0,111,0,265,126
391.0,111,0,265,126
392.0,111,0,265,126
393.0,111,0,265,126
394.0,111,0,265,126
395.0,111,0,265,126
396.0,111,0,265,126
397.0,111,0,265,126
398.0,111,0,265,126
399.0,111,0,265,126
400.0,111,0,265,126
